"order_id","product_id","sale_n"
"R_0015408","PD_183",3
"R_0007736","PD_174",8
"R_0000618","PD_174",3
"R_0018600","PD_197",6
"R_0028080","PD_173",9
"R_0021416","PD_225",2
"R_0025589","PD_215",1
"R_0023837","PD_077",10
"R_0036830","PD_262",10
"R_0012664","PD_216",1
"R_0000810","PD_183",8
"R_0010610","PD_111",1
"R_0024088","PD_215",10
"R_0007305","PD_112",1
"R_0022728","PD_118",10
"R_0035731","PD_108",6
"R_0018519","PD_117",9
"R_0026871","PD_124",7
"R_0006341","PD_003",1
"R_0030201","PD_218",1
"R_0035582","PD_184",10
"R_0009821","PD_200",5
"R_0028766","PD_088",9
"R_0037671","PD_173",11
"R_0000149","PD_108",5
"R_0010817","PD_216",5
"R_0038139","PD_118",6
"R_0004650","PD_184",6
"R_0015638","PD_258",6
"R_0011770","PD_118",6
"R_0019192","PD_084",5
"R_0013743","PD_077",8
"R_0014132","PD_134",6
"R_0012290","PD_091",9
"R_0004821","PD_259",5
"R_0020709","PD_114",1
"R_0030803","PD_200",1
"R_0005339","PD_108",11
"R_0039967","PD_269",5
"R_0042635","PD_094",1
"R_0019142","PD_109",10
"R_0023341","PD_134",4
"R_0029678","PD_093",8
"R_0026753","PD_077",11
"R_0034185","PD_187",1
"R_0025726","PD_174",10
"R_0006438","PD_124",9
"R_0019982","PD_184",9
"R_0005710","PD_217",3
"R_0002712","PD_094",5
"R_0029561","PD_002",2
"R_0040623","PD_108",1
"R_0043374","PD_174",1
"R_0016784","PD_112",10
"R_0017892","PD_077",2
"R_0029666","PD_256",3
"R_0013763","PD_218",1
"R_0030253","PD_200",3
"R_0005173","PD_268",2
"R_0017467","PD_268",3
"R_0037659","PD_225",1
"R_0012021","PD_114",3
"R_0033351","PD_091",11
"R_0035825","PD_093",9
"R_0042595","PD_114",3
"R_0037309","PD_261",3
"R_0031657","PD_261",1
"R_0022596","PD_108",10
"R_0027444","PD_256",6
"R_0036893","PD_108",5
"R_0007156","PD_003",3
"R_0035142","PD_262",2
"R_0039552","PD_108",6
"R_0038570","PD_174",9
"R_0007264","PD_003",9
"R_0010267","PD_261",9
"R_0013358","PD_084",3
"R_0011618","PD_124",8
"R_0003911","PD_114",11
"R_0024112","PD_078",6
"R_0010733","PD_225",11
"R_0037047","PD_200",4
"R_0013117","PD_269",4
"R_0014466","PD_255",8
"R_0013536","PD_114",9
"R_0038419","PD_186",3
"R_0021121","PD_187",9
"R_0037026","PD_091",3
"R_0035350","PD_198",5
"R_0003013","PD_215",11
"R_0041296","PD_201",1
"R_0037642","PD_087",5
"R_0000061","PD_115",9
"R_0012751","PD_088",11
"R_0007637","PD_262",8
"R_0027252","PD_259",2
"R_0015690","PD_174",11
"R_0013401","PD_085",1
"R_0005720","PD_088",1
"R_0021834","PD_094",9
"R_0045022","PD_186",1
"R_0024914","PD_269",11
"R_0006203","PD_114",6
"R_0013049","PD_094",1
"R_0043613","PD_118",2
"R_0000279","PD_197",10
"R_0003312","PD_090",10
"R_0009103","PD_124",5
"R_0012679","PD_124",10
"R_0044758","PD_262",1
"R_0004086","PD_085",1
"R_0004265","PD_002",5
"R_0017937","PD_268",9
"R_0005549","PD_090",9
"R_0009533","PD_134",2
"R_0044819","PD_078",1
"R_0033173","PD_091",1
"R_0031134","PD_183",10
"R_0022023","PD_091",1
"R_0042459","PD_085",3
"R_0027197","PD_134",6
"R_0025173","PD_112",10
"R_0025470","PD_109",3
"R_0015697","PD_109",10
"R_0029794","PD_174",3
"R_0008114","PD_090",1
"R_0007647","PD_112",10
"R_0000364","PD_087",3
"R_0028685","PD_112",6
"R_0032768","PD_268",1
"R_0024980","PD_124",3
"R_0034062","PD_258",11
"R_0017191","PD_201",3
"R_0017117","PD_093",10
"R_0017076","PD_003",7
"R_0027127","PD_003",6
"R_0010225","PD_200",1
"R_0035917","PD_087",5
"R_0032265","PD_187",11
"R_0026905","PD_078",2
"R_0029752","PD_111",1
"R_0004859","PD_225",5
"R_0021870","PD_215",7
"R_0010273","PD_216",1
"R_0004064","PD_174",2
"R_0018038","PD_090",4
"R_0012272","PD_117",6
"R_0004756","PD_087",10
"R_0014137","PD_268",9
"R_0027034","PD_183",5
"R_0034870","PD_111",1
"R_0006533","PD_197",2
"R_0028333","PD_200",2
"R_0027843","PD_090",10
"R_0004758","PD_259",8
"R_0013609","PD_077",11
"R_0028307","PD_109",9
"R_0002414","PD_216",1
"R_0028653","PD_215",7
"R_0038534","PD_003",11
"R_0034664","PD_093",3
"R_0022153","PD_118",8
"R_0019877","PD_174",6
"R_0032742","PD_255",2
"R_0036128","PD_215",3
"R_0028752","PD_114",11
"R_0018779","PD_115",11
"R_0012666","PD_217",3
"R_0029165","PD_093",9
"R_0035995","PD_125",10
"R_0008631","PD_268",5
"R_0001094","PD_269",8
"R_0005939","PD_088",11
"R_0007034","PD_078",1
"R_0034398","PD_094",3
"R_0024595","PD_091",9
"R_0044095","PD_108",1
"R_0019781","PD_216",10
"R_0010374","PD_224",11
"R_0006012","PD_118",1
"R_0030645","PD_218",7
"R_0001504","PD_090",7
"R_0005429","PD_262",8
"R_0020756","PD_117",10
"R_0002014","PD_117",7
"R_0032449","PD_090",2
"R_0032393","PD_259",9
"R_0044299","PD_117",6
"R_0018035","PD_261",6
"R_0018061","PD_134",10
"R_0031990","PD_218",2
"R_0021773","PD_200",9
"R_0040558","PD_184",1
"R_0020202","PD_125",2
"R_0000528","PD_114",10
"R_0025195","PD_112",1
"R_0008328","PD_135",1
"R_0003099","PD_093",1
"R_0005880","PD_218",5
"R_0042228","PD_125",3
"R_0022016","PD_225",3
"R_0040404","PD_114",10
"R_0033155","PD_087",1
"R_0014499","PD_224",1
"R_0036880","PD_198",6
"R_0037560","PD_117",6
"R_0020105","PD_200",1
"R_0017774","PD_111",6
"R_0013378","PD_090",10
"R_0028681","PD_184",10
"R_0035035","PD_184",3
"R_0021279","PD_090",3
"R_0005510","PD_088",3
"R_0045066","PD_200",6
"R_0020737","PD_224",5
"R_0013494","PD_109",11
"R_0002268","PD_215",2
"R_0004877","PD_124",2
"R_0019522","PD_112",2
"R_0019300","PD_091",1
"R_0007699","PD_258",3
"R_0043780","PD_003",10
"R_0020685","PD_268",5
"R_0026841","PD_115",1
"R_0022295","PD_268",8
"R_0013823","PD_217",1
"R_0032117","PD_215",7
"R_0007019","PD_187",1
"R_0002884","PD_115",8
"R_0016437","PD_197",1
"R_0000578","PD_090",1
"R_0025954","PD_090",4
"R_0028306","PD_216",6
"R_0018709","PD_077",3
"R_0026103","PD_187",11
"R_0017352","PD_201",11
"R_0016356","PD_216",10
"R_0000327","PD_112",9
"R_0043411","PD_088",1
"R_0037785","PD_187",11
"R_0011826","PD_262",1
"R_0017376","PD_087",1
"R_0002315","PD_090",9
"R_0038699","PD_268",5
"R_0001267","PD_259",1
"R_0042091","PD_114",9
"R_0026834","PD_084",8
"R_0008112","PD_183",1
"R_0035985","PD_090",11
"R_0012232","PD_111",5
"R_0016363","PD_124",2
"R_0042420","PD_255",8
"R_0006590","PD_094",5
"R_0019329","PD_085",10
"R_0031054","PD_268",9
"R_0029164","PD_094",4
"R_0034203","PD_094",11
"R_0002062","PD_259",10
"R_0038562","PD_215",9
"R_0007072","PD_085",1
"R_0036646","PD_216",3
"R_0015770","PD_125",9
"R_0026720","PD_091",2
"R_0036031","PD_109",10
"R_0037563","PD_187",1
"R_0007312","PD_114",11
"R_0000013","PD_201",3
"R_0021110","PD_077",2
"R_0031545","PD_256",5
"R_0004284","PD_084",10
"R_0003690","PD_256",3
"R_0007224","PD_109",9
"R_0003635","PD_173",8
"R_0021544","PD_088",8
"R_0015799","PD_183",5
"R_0023518","PD_200",5
"R_0014902","PD_269",8
"R_0023828","PD_109",10
"R_0012473","PD_186",8
"R_0028402","PD_198",1
"R_0040758","PD_003",1
"R_0013427","PD_117",9
"R_0031339","PD_224",1
"R_0012469","PD_268",8
"R_0000213","PD_215",9
"R_0009565","PD_218",6
"R_0007371","PD_187",6
"R_0042632","PD_112",10
"R_0043925","PD_173",1
"R_0014958","PD_112",6
"R_0040642","PD_186",2
"R_0033733","PD_114",10
"R_0007740","PD_084",10
"R_0042087","PD_187",4
"R_0024644","PD_117",6
"R_0027330","PD_198",1
"R_0032977","PD_084",1
"R_0010954","PD_268",10
"R_0020105","PD_112",10
"R_0012616","PD_218",5
"R_0036608","PD_173",6
"R_0043926","PD_088",2
"R_0013302","PD_262",1
"R_0040458","PD_217",5
"R_0043368","PD_258",6
"R_0027090","PD_087",7
"R_0027012","PD_124",10
"R_0044036","PD_108",9
"R_0015892","PD_259",6
"R_0031657","PD_256",1
"R_0036955","PD_077",10
"R_0016143","PD_197",1
"R_0001584","PD_118",10
"R_0012854","PD_187",4
"R_0025540","PD_091",10
"R_0020760","PD_200",9
"R_0031720","PD_090",4
"R_0021636","PD_108",11
"R_0013011","PD_268",3
"R_0040493","PD_085",5
"R_0035617","PD_124",10
"R_0011815","PD_269",3
"R_0018809","PD_084",9
"R_0019062","PD_173",3
"R_0018188","PD_093",1
"R_0021239","PD_261",10
"R_0021185","PD_002",9
"R_0012258","PD_078",1
"R_0029021","PD_261",6
"R_0019812","PD_197",11
"R_0034301","PD_134",1
"R_0023851","PD_218",9
"R_0002239","PD_094",1
"R_0040932","PD_091",1
"R_0034762","PD_218",6
"R_0008790","PD_091",8
"R_0017611","PD_224",10
"R_0003833","PD_002",7
"R_0006443","PD_198",6
"R_0020254","PD_093",8
"R_0044675","PD_135",9
"R_0009695","PD_215",6
"R_0020876","PD_215",11
"R_0027193","PD_218",5
"R_0023919","PD_200",10
"R_0018928","PD_197",1
"R_0043553","PD_085",10
"R_0030198","PD_173",8
"R_0026256","PD_134",1
"R_0035399","PD_114",11
"R_0041111","PD_117",11
"R_0043426","PD_186",9
"R_0024033","PD_111",7
"R_0004602","PD_215",9
"R_0003913","PD_112",10
"R_0009754","PD_002",10
"R_0002804","PD_183",1
"R_0035365","PD_201",1
"R_0044824","PD_114",11
"R_0012058","PD_255",10
"R_0025828","PD_201",1
"R_0024809","PD_115",3
"R_0013256","PD_125",6
"R_0043559","PD_077",5
"R_0010134","PD_091",6
"R_0017986","PD_215",9
"R_0040062","PD_262",3
"R_0020546","PD_117",1
"R_0000785","PD_198",1
"R_0037864","PD_255",5
"R_0007599","PD_186",11
"R_0009590","PD_088",8
"R_0043979","PD_117",10
"R_0025959","PD_084",10
"R_0007110","PD_269",9
"R_0006291","PD_002",11
"R_0010425","PD_225",10
"R_0015710","PD_173",11
"R_0043746","PD_197",3
"R_0038949","PD_114",3
"R_0042963","PD_225",3
"R_0007913","PD_259",6
"R_0000445","PD_261",10
"R_0005626","PD_093",6
"R_0042802","PD_174",3
"R_0020336","PD_134",9
"R_0013986","PD_174",8
"R_0039633","PD_124",10
"R_0032079","PD_114",3
"R_0037326","PD_173",6
"R_0031577","PD_225",10
"R_0028062","PD_255",8
"R_0002366","PD_198",3
"R_0021709","PD_115",1
"R_0040087","PD_002",5
"R_0044296","PD_108",3
"R_0038511","PD_093",5
"R_0023731","PD_109",1
"R_0040934","PD_115",5
"R_0023154","PD_224",10
"R_0016559","PD_085",1
"R_0023021","PD_256",1
"R_0018390","PD_087",1
"R_0000761","PD_085",3
"R_0008936","PD_187",11
"R_0012063","PD_134",1
"R_0015710","PD_174",9
"R_0026998","PD_084",1
"R_0004071","PD_115",3
"R_0014085","PD_115",6
"R_0026836","PD_134",10
"R_0033866","PD_003",10
"R_0015737","PD_093",10
"R_0010212","PD_183",6
"R_0028390","PD_197",1
"R_0002552","PD_134",6
"R_0017148","PD_124",9
"R_0016151","PD_174",10
"R_0027098","PD_215",5
"R_0013001","PD_124",1
"R_0009939","PD_003",10
"R_0004674","PD_256",1
"R_0031632","PD_216",6
"R_0020148","PD_094",5
"R_0000469","PD_217",2
"R_0032759","PD_084",3
"R_0012547","PD_269",9
"R_0031204","PD_084",1
"R_0039060","PD_187",6
"R_0015730","PD_217",11
"R_0007630","PD_090",2
"R_0026320","PD_224",3
"R_0010142","PD_093",10
"R_0029106","PD_225",1
"R_0024006","PD_134",6
"R_0044101","PD_198",9
"R_0001932","PD_261",10
"R_0014023","PD_225",11
"R_0022316","PD_091",5
"R_0005625","PD_108",9
"R_0019842","PD_200",1
"R_0004005","PD_125",11
"R_0012131","PD_216",11
"R_0013928","PD_184",10
"R_0021365","PD_108",10
"R_0013827","PD_087",11
"R_0027031","PD_174",10
"R_0010465","PD_197",10
"R_0000894","PD_201",10
"R_0034943","PD_077",1
"R_0033760","PD_087",7
"R_0023967","PD_094",11
"R_0023810","PD_186",9
"R_0021910","PD_085",3
"R_0038188","PD_186",1
"R_0019614","PD_002",2
"R_0039139","PD_114",1
"R_0005357","PD_217",3
"R_0004416","PD_135",1
"R_0044585","PD_134",9
"R_0039614","PD_256",8
"R_0000890","PD_109",10
"R_0021338","PD_002",9
"R_0039096","PD_087",3
"R_0015060","PD_084",1
"R_0036187","PD_134",5
"R_0031363","PD_124",9
"R_0033634","PD_201",9
"R_0038088","PD_077",10
"R_0001221","PD_117",3
"R_0034046","PD_078",1
"R_0010860","PD_183",1
"R_0028501","PD_224",9
"R_0042107","PD_077",1
"R_0005086","PD_269",2
"R_0008413","PD_091",3
"R_0009908","PD_198",1
"R_0012177","PD_262",3
"R_0001141","PD_255",1
"R_0022946","PD_200",10
"R_0012516","PD_269",5
"R_0024918","PD_091",9
"R_0039274","PD_093",9
"R_0030434","PD_109",10
"R_0003260","PD_197",1
"R_0004659","PD_112",1
"R_0036023","PD_197",2
"R_0041985","PD_225",4
"R_0005190","PD_258",10
"R_0043470","PD_255",4
"R_0036460","PD_134",1
"R_0031193","PD_115",10
"R_0022513","PD_090",10
"R_0024110","PD_256",5
"R_0027299","PD_093",1
"R_0008244","PD_118",2
"R_0031915","PD_197",2
"R_0007317","PD_091",6
"R_0018748","PD_112",10
"R_0016073","PD_109",11
"R_0034821","PD_087",11
"R_0031825","PD_090",9
"R_0005098","PD_114",10
"R_0009725","PD_125",2
"R_0005050","PD_268",11
"R_0015514","PD_115",1
"R_0027733","PD_003",11
"R_0025446","PD_094",1
"R_0038582","PD_187",6
"R_0038079","PD_200",1
"R_0033085","PD_112",6
"R_0008252","PD_174",1
"R_0032641","PD_268",10
"R_0020528","PD_173",1
"R_0011255","PD_091",5
"R_0034540","PD_118",1
"R_0036428","PD_261",10
"R_0024503","PD_262",1
"R_0034037","PD_224",1
"R_0011731","PD_002",6
"R_0006027","PD_085",2
"R_0043147","PD_114",10
"R_0011368","PD_109",9
"R_0031278","PD_217",10
"R_0018560","PD_115",1
"R_0014205","PD_262",9
"R_0009335","PD_269",6
"R_0036744","PD_258",3
"R_0012076","PD_112",2
"R_0019124","PD_198",3
"R_0027632","PD_078",3
"R_0032402","PD_094",5
"R_0033764","PD_197",11
"R_0015859","PD_003",2
"R_0004989","PD_173",7
"R_0032666","PD_111",11
"R_0029001","PD_256",8
"R_0031740","PD_224",1
"R_0016505","PD_186",9
"R_0024295","PD_125",1
"R_0039699","PD_225",1
"R_0006472","PD_215",1
"R_0022686","PD_077",5
"R_0037471","PD_217",1
"R_0039468","PD_087",1
"R_0028973","PD_088",10
"R_0027803","PD_088",2
"R_0006163","PD_094",6
"R_0034410","PD_201",9
"R_0004171","PD_125",9
"R_0017325","PD_087",5
"R_0044989","PD_268",9
"R_0031131","PD_125",2
"R_0024866","PD_090",2
"R_0039564","PD_078",9
"R_0019463","PD_087",1
"R_0040231","PD_198",5
"R_0031428","PD_262",5
"R_0001751","PD_088",1
"R_0025120","PD_187",11
"R_0011358","PD_216",8
"R_0033398","PD_087",8
"R_0032989","PD_184",10
"R_0021320","PD_094",1
"R_0023238","PD_261",11
"R_0039496","PD_109",5
"R_0036030","PD_217",6
"R_0010480","PD_125",2
"R_0034240","PD_002",9
"R_0044154","PD_114",2
"R_0036014","PD_255",1
"R_0031413","PD_087",1
"R_0029417","PD_186",10
"R_0040429","PD_201",3
"R_0020596","PD_268",4
"R_0030728","PD_118",11
"R_0003145","PD_112",1
"R_0028179","PD_259",9
"R_0011479","PD_125",1
"R_0023837","PD_112",1
"R_0008731","PD_124",4
"R_0018743","PD_198",6
"R_0040744","PD_174",2
"R_0035742","PD_268",5
"R_0043756","PD_085",2
"R_0030128","PD_261",6
"R_0028456","PD_201",4
"R_0001750","PD_184",2
"R_0032626","PD_091",1
"R_0022299","PD_093",8
"R_0044059","PD_262",3
"R_0007777","PD_268",8
"R_0008456","PD_003",7
"R_0017656","PD_261",1
"R_0031650","PD_224",9
"R_0004362","PD_258",9
"R_0025264","PD_218",7
"R_0040109","PD_218",9
"R_0017732","PD_003",3
"R_0008804","PD_217",2
"R_0004072","PD_093",10
"R_0041335","PD_200",10
"R_0037990","PD_118",9
"R_0031200","PD_268",11
"R_0036084","PD_173",1
"R_0007459","PD_217",1
"R_0032104","PD_184",10
"R_0001294","PD_087",9
"R_0040429","PD_002",1
"R_0012510","PD_217",3
"R_0013312","PD_197",2
"R_0008722","PD_085",10
"R_0037453","PD_078",11
"R_0004604","PD_224",3
"R_0011522","PD_002",2
"R_0043484","PD_093",3
"R_0038742","PD_256",1
"R_0037357","PD_091",10
"R_0044772","PD_216",9
"R_0018936","PD_268",10
"R_0029317","PD_258",3
"R_0043999","PD_125",3
"R_0000856","PD_225",10
"R_0017735","PD_108",1
"R_0017254","PD_256",10
"R_0015939","PD_088",2
"R_0001304","PD_112",5
"R_0040005","PD_187",9
"R_0003818","PD_085",10
"R_0041175","PD_215",9
"R_0007627","PD_093",9
"R_0032122","PD_117",10
"R_0010588","PD_173",1
"R_0006520","PD_269",6
"R_0032328","PD_256",11
"R_0021460","PD_224",6
"R_0035468","PD_201",7
"R_0022164","PD_197",11
"R_0014588","PD_215",3
"R_0018245","PD_090",1
"R_0041888","PD_187",5
"R_0025179","PD_217",1
"R_0034667","PD_183",1
"R_0037021","PD_173",7
"R_0039147","PD_217",1
"R_0039133","PD_218",10
"R_0039614","PD_217",1
"R_0026176","PD_186",5
"R_0007366","PD_109",1
"R_0011948","PD_261",5
"R_0014183","PD_003",6
"R_0010063","PD_088",2
"R_0003876","PD_134",1
"R_0010143","PD_268",11
"R_0036617","PD_186",11
"R_0010166","PD_259",11
"R_0031758","PD_125",3
"R_0015700","PD_197",3
"R_0034673","PD_225",2
"R_0008118","PD_087",11
"R_0004889","PD_216",9
"R_0018072","PD_173",10
"R_0039668","PD_217",5
"R_0017009","PD_108",1
"R_0043000","PD_002",3
"R_0034830","PD_261",11
"R_0000394","PD_217",3
"R_0032219","PD_085",3
"R_0042038","PD_115",1
"R_0014496","PD_217",1
"R_0006400","PD_262",2
"R_0008695","PD_088",10
"R_0039145","PD_077",1
"R_0037138","PD_115",4
"R_0015699","PD_125",2
"R_0011280","PD_093",10
"R_0013589","PD_111",9
"R_0030021","PD_197",1
"R_0001506","PD_269",1
"R_0032241","PD_184",3
"R_0015461","PD_118",10
"R_0000492","PD_224",11
"R_0040410","PD_134",1
"R_0003809","PD_090",5
"R_0002387","PD_200",3
"R_0022477","PD_078",1
"R_0043151","PD_118",1
"R_0028264","PD_109",1
"R_0029512","PD_091",11
"R_0028353","PD_003",3
"R_0022301","PD_135",11
"R_0010619","PD_002",2
"R_0035289","PD_114",10
"R_0033354","PD_091",1
"R_0023538","PD_215",10
"R_0021308","PD_269",10
"R_0004568","PD_117",6
"R_0019062","PD_217",9
"R_0042350","PD_225",9
"R_0035998","PD_225",3
"R_0031491","PD_094",2
"R_0008975","PD_255",9
"R_0012948","PD_090",4
"R_0040213","PD_118",6
"R_0043457","PD_174",10
"R_0003600","PD_258",3
"R_0030531","PD_258",9
"R_0027741","PD_117",3
"R_0005294","PD_108",6
"R_0011043","PD_125",11
"R_0043120","PD_268",5
"R_0028865","PD_078",11
"R_0013800","PD_125",10
"R_0009534","PD_261",10
"R_0001454","PD_091",1
"R_0017628","PD_093",8
"R_0002768","PD_262",11
"R_0025813","PD_173",1
"R_0003077","PD_268",7
"R_0000711","PD_114",1
"R_0007679","PD_261",9
"R_0037278","PD_002",1
"R_0032749","PD_002",8
"R_0005800","PD_111",1
"R_0032381","PD_003",5
"R_0034416","PD_088",4
"R_0029166","PD_124",11
"R_0010283","PD_111",4
"R_0023805","PD_088",3
"R_0023060","PD_174",1
"R_0011485","PD_198",1
"R_0005339","PD_198",10
"R_0002655","PD_077",10
"R_0023722","PD_111",1
"R_0003148","PD_117",3
"R_0044127","PD_135",5
"R_0036739","PD_269",7
"R_0003112","PD_255",10
"R_0029086","PD_255",3
"R_0001184","PD_174",9
"R_0031691","PD_183",1
"R_0007165","PD_114",1
"R_0041173","PD_003",5
"R_0006471","PD_078",1
"R_0028339","PD_117",1
"R_0014923","PD_262",10
"R_0011063","PD_124",10
"R_0028722","PD_218",10
"R_0003972","PD_125",3
"R_0029757","PD_135",11
"R_0021911","PD_087",9
"R_0036928","PD_093",5
"R_0019313","PD_197",11
"R_0007512","PD_115",1
"R_0012398","PD_256",1
"R_0041739","PD_135",1
"R_0038547","PD_108",11
"R_0000033","PD_118",6
"R_0037490","PD_084",1
"R_0009124","PD_173",1
"R_0018102","PD_262",9
"R_0028026","PD_091",10
"R_0027747","PD_109",10
"R_0002654","PD_088",11
"R_0035258","PD_088",7
"R_0041402","PD_187",5
"R_0024454","PD_078",10
"R_0006302","PD_255",7
"R_0023151","PD_087",1
"R_0034068","PD_003",7
"R_0017918","PD_174",1
"R_0000469","PD_112",5
"R_0003545","PD_258",1
"R_0010987","PD_197",1
"R_0021170","PD_135",1
"R_0027763","PD_184",9
"R_0000636","PD_225",9
"R_0031208","PD_094",1
"R_0008165","PD_088",8
"R_0008959","PD_197",1
"R_0041306","PD_187",5
"R_0028966","PD_173",5
"R_0043409","PD_186",1
"R_0014495","PD_268",3
"R_0016462","PD_108",2
"R_0043244","PD_085",9
"R_0031781","PD_115",1
"R_0001520","PD_215",2
"R_0001541","PD_261",1
"R_0029850","PD_216",8
"R_0024536","PD_218",1
"R_0033304","PD_109",4
"R_0015134","PD_262",9
"R_0012439","PD_115",9
"R_0016999","PD_215",1
"R_0017977","PD_225",3
"R_0043858","PD_114",1
"R_0032049","PD_256",9
"R_0003825","PD_085",10
"R_0017770","PD_109",8
"R_0012112","PD_077",10
"R_0031751","PD_115",5
"R_0037815","PD_114",1
"R_0021848","PD_090",10
"R_0027823","PD_187",9
"R_0033907","PD_084",3
"R_0015630","PD_215",6
"R_0027269","PD_186",9
"R_0043898","PD_197",9
"R_0028484","PD_134",2
"R_0017875","PD_094",10
"R_0004299","PD_108",9
"R_0033532","PD_088",6
"R_0011256","PD_109",1
"R_0032142","PD_217",6
"R_0016484","PD_115",3
"R_0025373","PD_200",9
"R_0032588","PD_125",1
"R_0037833","PD_262",6
"R_0003000","PD_261",6
"R_0007191","PD_218",1
"R_0012609","PD_078",9
"R_0001566","PD_078",1
"R_0007322","PD_111",3
"R_0043595","PD_085",3
"R_0005964","PD_268",8
"R_0009666","PD_002",5
"R_0044253","PD_258",11
"R_0023000","PD_197",2
"R_0022356","PD_200",10
"R_0020067","PD_085",9
"R_0026093","PD_124",4
"R_0004387","PD_077",1
"R_0024161","PD_258",10
"R_0013731","PD_084",5
"R_0029778","PD_088",1
"R_0015957","PD_269",5
"R_0013046","PD_112",10
"R_0032090","PD_218",10
"R_0015480","PD_087",9
"R_0022531","PD_087",8
"R_0002145","PD_187",3
"R_0020118","PD_125",9
"R_0009484","PD_224",10
"R_0007171","PD_198",9
"R_0008943","PD_216",2
"R_0034956","PD_269",11
"R_0036992","PD_261",3
"R_0028467","PD_258",2
"R_0009297","PD_117",11
"R_0022152","PD_186",6
"R_0017175","PD_091",1
"R_0030710","PD_197",1
"R_0016032","PD_093",11
"R_0008035","PD_091",3
"R_0039505","PD_216",9
"R_0033496","PD_077",3
"R_0042565","PD_091",7
"R_0010839","PD_087",11
"R_0025183","PD_114",6
"R_0033510","PD_112",1
"R_0018679","PD_216",10
"R_0023782","PD_003",10
"R_0004497","PD_084",5
"R_0029410","PD_215",10
"R_0016780","PD_077",11
"R_0013318","PD_216",5
"R_0031154","PD_003",10
"R_0042561","PD_088",1
"R_0021664","PD_084",5
"R_0011403","PD_173",1
"R_0034725","PD_118",11
"R_0001446","PD_259",3
"R_0030721","PD_093",3
"R_0020583","PD_215",6
"R_0002767","PD_269",8
"R_0042736","PD_197",2
"R_0040564","PD_109",9
"R_0031777","PD_201",3
"R_0020400","PD_269",1
"R_0040229","PD_173",1
"R_0034081","PD_117",6
"R_0003063","PD_197",10
"R_0036109","PD_215",11
"R_0013792","PD_124",2
"R_0012874","PD_088",1
"R_0012156","PD_268",3
"R_0011154","PD_091",11
"R_0024318","PD_115",9
"R_0039696","PD_109",10
"R_0019709","PD_115",2
"R_0005423","PD_261",10
"R_0018665","PD_087",9
"R_0023429","PD_112",1
"R_0011380","PD_091",9
"R_0005714","PD_093",1
"R_0031353","PD_255",1
"R_0007387","PD_135",8
"R_0010506","PD_135",5
"R_0036027","PD_088",1
"R_0034647","PD_084",11
"R_0021819","PD_003",9
"R_0009203","PD_093",3
"R_0043099","PD_258",9
"R_0025758","PD_215",1
"R_0003834","PD_111",10
"R_0039268","PD_134",6
"R_0017321","PD_261",3
"R_0023817","PD_217",4
"R_0025457","PD_125",1
"R_0019807","PD_114",1
"R_0038910","PD_262",11
"R_0041214","PD_262",1
"R_0012019","PD_094",8
"R_0016513","PD_186",3
"R_0043213","PD_084",6
"R_0035324","PD_256",9
"R_0000102","PD_093",9
"R_0010193","PD_225",11
"R_0017322","PD_173",1
"R_0035574","PD_115",9
"R_0034240","PD_269",8
"R_0000594","PD_084",1
"R_0006473","PD_090",3
"R_0004750","PD_093",11
"R_0020942","PD_135",11
"R_0019402","PD_115",10
"R_0026363","PD_268",3
"R_0033644","PD_258",1
"R_0006497","PD_174",9
"R_0021445","PD_117",5
"R_0030897","PD_269",9
"R_0027593","PD_115",10
"R_0018539","PD_186",5
"R_0009790","PD_135",10
"R_0024910","PD_118",10
"R_0019495","PD_224",2
"R_0009380","PD_115",2
"R_0039813","PD_112",9
"R_0021659","PD_135",8
"R_0004926","PD_225",1
"R_0039348","PD_216",10
"R_0017363","PD_186",11
"R_0026470","PD_173",2
"R_0028596","PD_108",5
"R_0035093","PD_003",1
"R_0029828","PD_183",1
"R_0033371","PD_002",11
"R_0042856","PD_135",6
"R_0007236","PD_112",5
"R_0044446","PD_201",3
"R_0032837","PD_112",1
"R_0017090","PD_115",1
"R_0023036","PD_224",6
"R_0031180","PD_111",6
"R_0027724","PD_255",3
"R_0027841","PD_186",1
"R_0030877","PD_218",9
"R_0021429","PD_261",1
"R_0010839","PD_184",1
"R_0034711","PD_112",3
"R_0033067","PD_174",3
"R_0034277","PD_087",1
"R_0004455","PD_134",10
"R_0015333","PD_134",6
"R_0002459","PD_173",10
"R_0033615","PD_094",11
"R_0022374","PD_261",10
"R_0001775","PD_117",10
"R_0001301","PD_256",3
"R_0041370","PD_255",4
"R_0003999","PD_269",5
"R_0002482","PD_077",11
"R_0018826","PD_003",10
"R_0029906","PD_218",11
"R_0020674","PD_134",10
"R_0004326","PD_135",7
"R_0040004","PD_256",9
"R_0044993","PD_217",5
"R_0026144","PD_262",3
"R_0008131","PD_114",2
"R_0007465","PD_134",8
"R_0026798","PD_108",1
"R_0031339","PD_087",6
"R_0038151","PD_262",1
"R_0024560","PD_225",1
"R_0008053","PD_108",1
"R_0026162","PD_197",8
"R_0013077","PD_002",1
"R_0000500","PD_215",4
"R_0008257","PD_124",9
"R_0044718","PD_125",1
"R_0030810","PD_003",4
"R_0016754","PD_261",1
"R_0021821","PD_134",9
"R_0026062","PD_094",1
"R_0034183","PD_255",10
"R_0000440","PD_261",3
