"order_id","order_date","store_id"
"R_0012612",2016-02-06,"TW_10003"
"R_0043288",2016-02-13,"TW_10017"
"R_0017772",2016-03-19,"TW_10024"
"R_0038084",2016-08-20,"TW_10116"
"R_0030424",2016-09-17,"TW_10085"
"R_0018483",2016-04-02,"TW_10023"
"R_0032314",2016-08-06,"TW_10049"
"R_0004291",2016-08-27,"TW_10011"
"R_0035944",2016-01-23,"TW_10020"
"R_0017944",2016-07-23,"TW_10059"
"R_0044043",2016-01-23,"TW_10156"
"R_0024205",2016-04-23,"TW_10007"
"R_0000293",2016-08-20,"TW_10104"
"R_0019557",2016-03-26,"TW_10110"
"R_0044910",2016-05-21,"TW_10108"
"R_0022942",2016-03-19,"TW_10175"
"R_0023670",2016-01-02,"TW_10122"
"R_0020590",2016-06-25,"TW_10012"
"R_0001588",2016-07-02,"TW_10103"
"R_0026251",2016-03-05,"TW_10116"
"R_0040648",2016-02-13,"TW_10102"
"R_0010866",2016-06-25,"TW_10157"
"R_0029603",2016-04-16,"TW_10052"
"R_0033842",2016-04-30,"TW_10169"
"R_0016989",2016-09-17,"TW_10090"
"R_0024111",2016-03-26,"TW_10174"
"R_0004085",2016-04-30,"TW_10080"
"R_0041392",2016-06-25,"TW_10098"
"R_0044700",2016-04-09,"TW_10125"
"R_0018968",2016-04-30,"TW_10167"
"R_0003607",2016-05-14,"TW_10064"
"R_0000420",2016-07-30,"TW_10059"
"R_0013750",2016-07-23,"TW_10078"
"R_0015381",2016-09-10,"TW_10133"
"R_0042486",2016-04-30,"TW_10091"
"R_0015715",2016-04-23,"TW_10157"
"R_0028783",2016-03-05,"TW_10162"
"R_0002673",2016-04-30,"TW_10158"
"R_0031822",2016-04-30,"TW_10069"
"R_0031150",2016-06-04,"TW_10016"
"R_0027658",2016-06-18,"TW_10042"
"R_0019313",2016-04-16,"TW_10107"
"R_0040488",2016-07-09,"TW_10100"
"R_0007976",2016-09-17,"TW_10018"
"R_0011508",2016-02-20,"TW_10163"
"R_0012752",2016-01-16,"TW_10079"
"R_0037131",2016-08-27,"TW_10061"
"R_0016968",2016-01-23,"TW_10078"
"R_0004397",2016-02-27,"TW_10056"
"R_0008653",2016-04-02,"TW_10015"
"R_0038309",2016-08-13,"TW_10136"
"R_0017712",2016-04-02,"TW_10011"
"R_0005336",2016-04-09,"TW_10058"
"R_0043121",2016-07-09,"TW_10135"
"R_0005491",2016-09-24,"TW_10001"
"R_0009604",2016-06-18,"TW_10090"
"R_0012588",2016-05-21,"TW_10137"
"R_0002228",2016-08-27,"TW_10069"
"R_0042038",2016-02-13,"TW_10082"
"R_0011896",2016-05-14,"TW_10108"
"R_0025506",2016-07-16,"TW_10028"
"R_0012959",2016-04-23,"TW_10129"
"R_0033252",2016-06-04,"TW_10134"
"R_0030336",2016-02-27,"TW_10171"
"R_0040720",2016-07-30,"TW_10087"
"R_0029449",2016-07-16,"TW_10107"
"R_0042183",2016-06-18,"TW_10026"
"R_0041504",2016-02-27,"TW_10016"
"R_0037796",2016-03-12,"TW_10147"
"R_0003658",2016-06-11,"TW_10018"
"R_0013526",2016-04-16,"TW_10170"
"R_0023204",2016-04-02,"TW_10006"
"R_0003638",2016-06-11,"TW_10116"
"R_0008695",2016-08-27,"TW_10146"
"R_0029558",2016-02-06,"TW_10071"
"R_0014982",2016-07-02,"TW_10168"
"R_0027193",2016-09-10,"TW_10030"
"R_0034347",2016-08-27,"TW_10056"
"R_0003889",2016-02-06,"TW_10116"
"R_0040990",2016-08-13,"TW_10005"
"R_0014349",2016-06-25,"TW_10118"
"R_0002697",2016-02-20,"TW_10125"
"R_0018042",2016-04-16,"TW_10033"
"R_0012732",2016-04-23,"TW_10109"
"R_0008745",2016-01-02,"TW_10036"
"R_0028885",2016-04-16,"TW_10115"
"R_0012531",2016-05-21,"TW_10053"
"R_0023981",2016-02-13,"TW_10098"
"R_0025867",2016-01-09,"TW_10055"
"R_0013094",2016-07-30,"TW_10087"
"R_0038136",2016-05-14,"TW_10014"
"R_0031804",2016-06-18,"TW_10073"
"R_0026431",2016-03-19,"TW_10019"
"R_0031562",2016-02-06,"TW_10162"
"R_0019489",2016-02-13,"TW_10002"
"R_0014824",2016-05-21,"TW_10174"
"R_0032863",2016-04-16,"TW_10104"
"R_0014745",2016-02-06,"TW_10113"
"R_0015404",2016-06-04,"TW_10016"
"R_0031798",2016-08-20,"TW_10042"
"R_0015177",2016-06-04,"TW_10031"
"R_0002845",2016-06-11,"TW_10138"
"R_0018344",2016-03-19,"TW_10142"
"R_0041298",2016-09-03,"TW_10052"
"R_0000429",2016-01-16,"TW_10017"
"R_0013334",2016-06-25,"TW_10101"
"R_0028556",2016-09-10,"TW_10023"
"R_0035051",2016-01-02,"TW_10093"
"R_0031513",2016-04-23,"TW_10076"
"R_0035950",2016-02-13,"TW_10169"
"R_0029445",2016-06-04,"TW_10037"
"R_0006183",2016-06-18,"TW_10033"
"R_0022266",2016-05-14,"TW_10091"
"R_0030337",2016-04-23,"TW_10087"
"R_0040979",2016-09-10,"TW_10165"
"R_0020608",2016-04-02,"TW_10094"
"R_0041593",2016-09-10,"TW_10152"
"R_0036085",2016-03-12,"TW_10118"
"R_0028775",2016-01-30,"TW_10166"
"R_0035336",2016-07-30,"TW_10089"
"R_0002570",2016-05-28,"TW_10049"
"R_0033798",2016-04-02,"TW_10041"
"R_0028800",2016-05-07,"TW_10034"
"R_0011762",2016-02-13,"TW_10105"
"R_0019995",2016-06-04,"TW_10143"
"R_0020126",2016-03-19,"TW_10101"
"R_0031962",2016-05-14,"TW_10025"
"R_0016762",2016-04-16,"TW_10033"
"R_0024779",2016-04-09,"TW_10013"
"R_0009282",2016-04-23,"TW_10118"
"R_0033640",2016-04-16,"TW_10174"
"R_0035037",2016-07-30,"TW_10063"
"R_0005509",2016-06-18,"TW_10144"
"R_0005903",2016-06-25,"TW_10084"
"R_0031253",2016-08-27,"TW_10066"
"R_0012021",2016-08-27,"TW_10075"
"R_0007761",2016-02-27,"TW_10036"
"R_0000103",2016-06-25,"TW_10083"
"R_0022274",2016-02-27,"TW_10061"
"R_0042798",2016-05-14,"TW_10001"
"R_0036985",2016-01-30,"TW_10054"
"R_0029727",2016-07-16,"TW_10036"
"R_0014742",2016-08-27,"TW_10016"
"R_0020814",2016-01-09,"TW_10115"
"R_0040416",2016-08-27,"TW_10075"
"R_0011221",2016-05-21,"TW_10116"
"R_0037791",2016-04-23,"TW_10106"
"R_0038069",2016-04-23,"TW_10130"
"R_0006106",2016-04-09,"TW_10174"
"R_0008743",2016-07-02,"TW_10125"
"R_0034727",2016-03-19,"TW_10025"
"R_0000864",2016-04-02,"TW_10174"
"R_0002788",2016-04-16,"TW_10115"
"R_0000240",2016-07-30,"TW_10144"
"R_0035551",2016-03-26,"TW_10098"
"R_0001525",2016-09-03,"TW_10027"
"R_0014602",2016-04-09,"TW_10008"
"R_0043842",2016-03-12,"TW_10088"
"R_0004816",2016-03-19,"TW_10132"
"R_0003595",2016-01-02,"TW_10071"
"R_0038884",2016-02-13,"TW_10082"
"R_0042285",2016-04-30,"TW_10132"
"R_0045005",2016-02-06,"TW_10057"
"R_0036328",2016-07-23,"TW_10033"
"R_0022543",2016-07-30,"TW_10052"
"R_0037614",2016-06-04,"TW_10064"
"R_0012931",2016-09-10,"TW_10139"
"R_0003083",2016-01-23,"TW_10116"
"R_0018766",2016-04-23,"TW_10141"
"R_0013328",2016-07-30,"TW_10021"
"R_0031901",2016-07-09,"TW_10122"
"R_0030190",2016-01-02,"TW_10161"
"R_0022825",2016-04-16,"TW_10093"
"R_0043673",2016-08-27,"TW_10060"
"R_0027119",2016-06-04,"TW_10073"
"R_0003077",2016-03-19,"TW_10126"
"R_0000192",2016-01-23,"TW_10065"
"R_0026389",2016-07-16,"TW_10047"
"R_0032639",2016-04-30,"TW_10101"
"R_0028080",2016-08-06,"TW_10112"
"R_0041877",2016-06-18,"TW_10070"
"R_0000020",2016-05-07,"TW_10048"
"R_0045042",2016-01-30,"TW_10092"
"R_0003664",2016-02-27,"TW_10127"
"R_0038528",2016-08-13,"TW_10159"
"R_0028959",2016-09-10,"TW_10027"
"R_0000633",2016-08-27,"TW_10068"
"R_0036968",2016-06-04,"TW_10153"
"R_0042454",2016-07-23,"TW_10109"
"R_0029807",2016-01-09,"TW_10101"
"R_0032088",2016-07-16,"TW_10139"
"R_0036420",2016-08-06,"TW_10046"
"R_0011897",2016-05-28,"TW_10116"
"R_0037551",2016-09-03,"TW_10084"
"R_0019302",2016-01-02,"TW_10044"
"R_0043619",2016-08-27,"TW_10152"
"R_0040670",2016-04-16,"TW_10006"
"R_0034438",2016-01-30,"TW_10041"
"R_0036070",2016-06-11,"TW_10105"
"R_0015786",2016-02-27,"TW_10039"
"R_0029004",2016-04-16,"TW_10083"
"R_0033652",2016-02-27,"TW_10161"
"R_0028852",2016-09-24,"TW_10094"
"R_0014927",2016-04-30,"TW_10011"
"R_0023789",2016-05-14,"TW_10069"
"R_0041030",2016-06-25,"TW_10137"
"R_0037244",2016-02-06,"TW_10170"
"R_0012847",2016-03-12,"TW_10013"
"R_0009440",2016-04-23,"TW_10155"
"R_0003359",2016-06-18,"TW_10004"
"R_0029754",2016-06-04,"TW_10065"
"R_0037702",2016-05-07,"TW_10025"
"R_0000472",2016-02-13,"TW_10159"
"R_0038488",2016-01-16,"TW_10149"
"R_0015440",2016-07-16,"TW_10064"
"R_0041043",2016-01-23,"TW_10013"
"R_0019353",2016-05-14,"TW_10090"
"R_0007691",2016-01-23,"TW_10086"
"R_0042466",2016-03-12,"TW_10080"
"R_0037968",2016-02-20,"TW_10088"
"R_0011195",2016-04-30,"TW_10127"
"R_0012535",2016-01-30,"TW_10115"
"R_0036508",2016-03-12,"TW_10046"
"R_0035103",2016-06-18,"TW_10168"
"R_0019745",2016-06-04,"TW_10128"
"R_0002578",2016-01-23,"TW_10031"
"R_0002055",2016-06-25,"TW_10040"
"R_0002003",2016-02-06,"TW_10164"
"R_0010290",2016-09-24,"TW_10029"
"R_0009875",2016-04-16,"TW_10176"
"R_0025692",2016-07-16,"TW_10009"
"R_0012491",2016-08-06,"TW_10026"
"R_0013337",2016-02-06,"TW_10110"
"R_0043251",2016-07-30,"TW_10115"
"R_0036415",2016-01-09,"TW_10168"
"R_0022004",2016-08-20,"TW_10118"
"R_0010918",2016-02-27,"TW_10062"
"R_0029027",2016-03-19,"TW_10079"
"R_0043857",2016-02-13,"TW_10084"
"R_0012105",2016-08-13,"TW_10017"
"R_0019960",2016-04-09,"TW_10172"
"R_0010824",2016-04-30,"TW_10012"
"R_0034482",2016-02-27,"TW_10010"
"R_0009556",2016-06-25,"TW_10056"
"R_0018994",2016-03-26,"TW_10019"
"R_0009726",2016-08-13,"TW_10094"
"R_0023448",2016-01-23,"TW_10013"
"R_0020587",2016-04-02,"TW_10055"
"R_0017976",2016-07-30,"TW_10168"
"R_0029741",2016-01-23,"TW_10044"
"R_0026093",2016-02-13,"TW_10063"
"R_0010793",2016-02-13,"TW_10018"
"R_0024020",2016-04-16,"TW_10133"
"R_0000596",2016-09-10,"TW_10161"
"R_0038127",2016-01-09,"TW_10103"
"R_0035291",2016-06-04,"TW_10084"
"R_0041433",2016-05-28,"TW_10102"
"R_0023873",2016-03-26,"TW_10092"
"R_0044309",2016-05-28,"TW_10027"
"R_0030246",2016-02-27,"TW_10072"
"R_0032696",2016-09-17,"TW_10002"
"R_0002396",2016-03-05,"TW_10048"
"R_0018551",2016-09-24,"TW_10151"
"R_0035651",2016-05-28,"TW_10030"
"R_0044238",2016-06-25,"TW_10090"
"R_0041280",2016-01-09,"TW_10013"
"R_0013531",2016-06-04,"TW_10150"
"R_0017771",2016-08-20,"TW_10131"
"R_0009094",2016-02-27,"TW_10087"
"R_0009103",2016-04-09,"TW_10128"
"R_0019863",2016-09-10,"TW_10091"
"R_0026201",2016-06-04,"TW_10092"
"R_0006262",2016-05-07,"TW_10075"
"R_0026692",2016-06-25,"TW_10152"
"R_0013130",2016-09-17,"TW_10041"
"R_0015447",2016-01-23,"TW_10038"
"R_0003767",2016-03-12,"TW_10149"
"R_0002115",2016-06-18,"TW_10037"
"R_0022461",2016-05-21,"TW_10045"
"R_0014806",2016-05-28,"TW_10059"
"R_0017337",2016-01-23,"TW_10050"
"R_0017444",2016-07-09,"TW_10051"
"R_0000235",2016-01-02,"TW_10102"
"R_0018953",2016-06-11,"TW_10068"
"R_0030512",2016-01-16,"TW_10165"
"R_0040782",2016-07-09,"TW_10174"
"R_0004562",2016-07-16,"TW_10005"
"R_0003733",2016-04-02,"TW_10062"
"R_0040798",2016-08-06,"TW_10100"
"R_0039486",2016-05-21,"TW_10063"
"R_0037005",2016-08-06,"TW_10007"
"R_0041422",2016-07-16,"TW_10146"
"R_0040813",2016-05-28,"TW_10069"
"R_0007159",2016-05-21,"TW_10071"
"R_0009913",2016-02-06,"TW_10162"
"R_0040506",2016-08-06,"TW_10013"
"R_0005879",2016-06-11,"TW_10164"
"R_0033369",2016-07-30,"TW_10124"
"R_0044977",2016-09-17,"TW_10011"
"R_0028868",2016-01-09,"TW_10128"
"R_0041594",2016-03-19,"TW_10023"
"R_0028726",2016-02-20,"TW_10136"
"R_0018078",2016-04-02,"TW_10021"
"R_0018405",2016-09-24,"TW_10163"
"R_0025962",2016-01-16,"TW_10076"
"R_0009356",2016-09-10,"TW_10078"
"R_0044720",2016-08-27,"TW_10110"
"R_0036329",2016-08-20,"TW_10045"
"R_0024825",2016-07-30,"TW_10153"
"R_0011654",2016-09-03,"TW_10172"
"R_0026091",2016-02-13,"TW_10099"
"R_0033267",2016-05-07,"TW_10144"
"R_0035406",2016-02-13,"TW_10146"
"R_0036463",2016-07-23,"TW_10164"
"R_0032094",2016-01-09,"TW_10169"
"R_0016530",2016-05-14,"TW_10022"
"R_0031041",2016-06-25,"TW_10125"
"R_0020800",2016-07-02,"TW_10119"
"R_0014030",2016-04-09,"TW_10151"
"R_0020045",2016-01-16,"TW_10057"
"R_0028292",2016-06-18,"TW_10122"
"R_0044105",2016-03-19,"TW_10037"
"R_0021261",2016-07-16,"TW_10108"
"R_0018855",2016-04-09,"TW_10127"
"R_0009825",2016-02-13,"TW_10107"
"R_0006736",2016-06-04,"TW_10016"
"R_0027883",2016-07-16,"TW_10140"
"R_0013289",2016-07-09,"TW_10153"
"R_0017754",2016-07-30,"TW_10049"
"R_0019846",2016-05-28,"TW_10138"
"R_0039247",2016-06-04,"TW_10033"
"R_0010471",2016-07-09,"TW_10055"
"R_0001115",2016-06-04,"TW_10095"
"R_0026957",2016-05-28,"TW_10031"
"R_0014141",2016-02-27,"TW_10174"
"R_0034488",2016-02-13,"TW_10116"
"R_0036647",2016-03-26,"TW_10072"
"R_0038716",2016-05-21,"TW_10097"
"R_0035984",2016-03-19,"TW_10100"
"R_0013121",2016-02-13,"TW_10095"
"R_0015798",2016-08-13,"TW_10039"
"R_0024836",2016-02-27,"TW_10025"
"R_0002229",2016-09-24,"TW_10104"
"R_0024673",2016-02-06,"TW_10173"
"R_0014291",2016-02-20,"TW_10158"
"R_0009686",2016-05-14,"TW_10166"
"R_0003564",2016-09-03,"TW_10128"
"R_0025632",2016-08-13,"TW_10132"
"R_0035292",2016-04-02,"TW_10063"
"R_0026421",2016-02-27,"TW_10135"
"R_0000736",2016-04-02,"TW_10062"
"R_0024002",2016-07-30,"TW_10023"
"R_0013504",2016-02-27,"TW_10105"
"R_0011162",2016-09-17,"TW_10118"
"R_0012160",2016-05-28,"TW_10128"
"R_0005609",2016-06-04,"TW_10010"
"R_0034617",2016-05-14,"TW_10122"
"R_0032085",2016-01-02,"TW_10121"
"R_0013405",2016-04-16,"TW_10118"
"R_0020451",2016-06-04,"TW_10050"
"R_0007991",2016-08-27,"TW_10033"
"R_0041909",2016-02-13,"TW_10103"
"R_0019910",2016-06-18,"TW_10117"
"R_0026519",2016-06-04,"TW_10032"
"R_0043651",2016-03-05,"TW_10132"
"R_0003762",2016-04-16,"TW_10082"
"R_0010874",2016-01-23,"TW_10117"
"R_0008471",2016-07-02,"TW_10008"
"R_0000340",2016-09-24,"TW_10147"
"R_0039554",2016-02-20,"TW_10083"
"R_0022517",2016-04-16,"TW_10069"
"R_0010464",2016-01-23,"TW_10086"
"R_0013470",2016-08-13,"TW_10027"
"R_0016939",2016-03-19,"TW_10174"
"R_0007391",2016-08-06,"TW_10117"
"R_0039360",2016-01-23,"TW_10060"
"R_0019514",2016-02-06,"TW_10112"
"R_0034507",2016-01-30,"TW_10050"
"R_0016326",2016-06-25,"TW_10115"
"R_0020886",2016-04-16,"TW_10154"
"R_0001143",2016-07-30,"TW_10037"
"R_0012175",2016-04-16,"TW_10097"
"R_0021518",2016-09-17,"TW_10128"
"R_0010763",2016-06-04,"TW_10049"
"R_0017232",2016-05-14,"TW_10124"
"R_0041525",2016-07-02,"TW_10070"
"R_0006536",2016-08-13,"TW_10060"
"R_0021307",2016-09-17,"TW_10003"
"R_0013877",2016-07-30,"TW_10097"
"R_0005634",2016-03-05,"TW_10162"
"R_0020686",2016-02-13,"TW_10033"
"R_0027078",2016-05-14,"TW_10156"
"R_0043167",2016-07-30,"TW_10152"
"R_0018842",2016-04-16,"TW_10106"
"R_0010081",2016-08-06,"TW_10012"
"R_0035514",2016-06-25,"TW_10037"
"R_0044231",2016-02-06,"TW_10103"
"R_0034220",2016-08-20,"TW_10106"
"R_0010316",2016-03-26,"TW_10096"
"R_0007255",2016-07-30,"TW_10070"
"R_0042961",2016-03-26,"TW_10013"
"R_0003441",2016-06-25,"TW_10160"
"R_0010439",2016-04-23,"TW_10116"
"R_0004065",2016-06-04,"TW_10016"
"R_0002194",2016-02-27,"TW_10027"
"R_0043208",2016-03-19,"TW_10094"
"R_0006818",2016-08-13,"TW_10005"
"R_0014843",2016-05-21,"TW_10069"
"R_0023518",2016-01-02,"TW_10058"
"R_0024380",2016-09-24,"TW_10066"
"R_0017656",2016-04-09,"TW_10079"
"R_0007070",2016-04-16,"TW_10175"
"R_0006617",2016-02-06,"TW_10173"
"R_0039222",2016-08-20,"TW_10060"
"R_0015818",2016-08-20,"TW_10087"
"R_0029959",2016-03-19,"TW_10109"
"R_0020600",2016-09-10,"TW_10054"
"R_0002721",2016-08-13,"TW_10033"
"R_0032381",2016-06-18,"TW_10048"
"R_0037611",2016-04-30,"TW_10083"
"R_0015892",2016-03-19,"TW_10077"
"R_0010884",2016-06-25,"TW_10171"
"R_0033330",2016-07-16,"TW_10033"
"R_0036851",2016-08-27,"TW_10042"
"R_0038640",2016-02-20,"TW_10119"
"R_0016017",2016-01-09,"TW_10077"
"R_0039780",2016-04-23,"TW_10004"
"R_0033089",2016-01-30,"TW_10165"
"R_0000270",2016-05-21,"TW_10072"
"R_0015562",2016-09-17,"TW_10175"
"R_0007140",2016-04-02,"TW_10104"
"R_0017937",2016-04-09,"TW_10110"
"R_0038559",2016-02-06,"TW_10167"
"R_0004594",2016-09-03,"TW_10058"
"R_0040175",2016-08-13,"TW_10152"
"R_0020466",2016-01-02,"TW_10065"
"R_0012748",2016-01-30,"TW_10120"
"R_0039677",2016-03-12,"TW_10176"
"R_0019255",2016-03-05,"TW_10088"
"R_0019048",2016-08-27,"TW_10071"
"R_0030050",2016-05-28,"TW_10078"
"R_0031014",2016-01-23,"TW_10022"
"R_0027878",2016-04-02,"TW_10105"
"R_0003504",2016-05-14,"TW_10045"
"R_0015401",2016-08-13,"TW_10085"
"R_0020168",2016-07-09,"TW_10078"
"R_0041567",2016-06-25,"TW_10043"
"R_0008350",2016-07-23,"TW_10034"
"R_0003859",2016-08-06,"TW_10110"
"R_0009953",2016-03-12,"TW_10162"
"R_0001736",2016-03-19,"TW_10016"
"R_0006728",2016-02-20,"TW_10031"
"R_0020065",2016-03-05,"TW_10073"
"R_0039719",2016-09-03,"TW_10085"
"R_0013117",2016-03-26,"TW_10086"
"R_0043108",2016-01-30,"TW_10131"
"R_0039533",2016-03-12,"TW_10168"
"R_0013664",2016-09-03,"TW_10110"
"R_0041205",2016-04-23,"TW_10086"
"R_0026982",2016-07-02,"TW_10051"
"R_0004614",2016-03-26,"TW_10166"
"R_0044138",2016-02-06,"TW_10171"
"R_0034256",2016-03-05,"TW_10094"
"R_0013065",2016-01-16,"TW_10065"
"R_0013565",2016-08-27,"TW_10019"
"R_0005061",2016-03-05,"TW_10056"
"R_0042804",2016-04-30,"TW_10130"
"R_0006768",2016-04-09,"TW_10055"
"R_0001985",2016-07-09,"TW_10064"
"R_0041807",2016-01-09,"TW_10027"
"R_0000228",2016-09-10,"TW_10096"
"R_0031796",2016-01-16,"TW_10154"
"R_0017913",2016-05-07,"TW_10040"
"R_0039493",2016-03-26,"TW_10065"
"R_0027690",2016-09-17,"TW_10072"
"R_0038585",2016-02-13,"TW_10031"
"R_0008644",2016-03-05,"TW_10143"
"R_0019230",2016-07-23,"TW_10054"
"R_0041163",2016-03-26,"TW_10035"
"R_0031811",2016-01-30,"TW_10146"
"R_0007025",2016-08-20,"TW_10174"
"R_0020970",2016-01-02,"TW_10141"
"R_0039312",2016-04-02,"TW_10170"
"R_0001097",2016-02-06,"TW_10117"
"R_0038413",2016-04-23,"TW_10082"
"R_0006072",2016-07-09,"TW_10130"
"R_0023669",2016-03-19,"TW_10132"
"R_0033788",2016-01-02,"TW_10127"
"R_0006249",2016-04-23,"TW_10142"
"R_0014859",2016-07-02,"TW_10085"
"R_0001319",2016-04-23,"TW_10032"
"R_0002069",2016-06-11,"TW_10118"
"R_0006798",2016-05-07,"TW_10006"
"R_0027767",2016-06-25,"TW_10028"
"R_0030766",2016-03-12,"TW_10126"
"R_0025896",2016-07-30,"TW_10005"
"R_0031226",2016-03-12,"TW_10169"
"R_0016383",2016-05-07,"TW_10005"
"R_0006061",2016-02-27,"TW_10090"
"R_0040852",2016-09-10,"TW_10135"
"R_0039018",2016-08-06,"TW_10161"
"R_0017669",2016-08-27,"TW_10165"
"R_0021690",2016-05-21,"TW_10023"
"R_0007897",2016-08-20,"TW_10046"
"R_0041729",2016-08-27,"TW_10034"
"R_0013186",2016-06-25,"TW_10128"
"R_0013210",2016-01-23,"TW_10095"
"R_0017582",2016-01-16,"TW_10040"
"R_0005619",2016-01-30,"TW_10056"
"R_0039843",2016-05-21,"TW_10085"
"R_0036208",2016-01-16,"TW_10104"
"R_0005711",2016-02-20,"TW_10130"
"R_0041868",2016-06-04,"TW_10026"
"R_0012895",2016-07-02,"TW_10010"
"R_0009741",2016-07-30,"TW_10021"
"R_0003122",2016-08-20,"TW_10146"
"R_0038948",2016-06-18,"TW_10053"
"R_0037691",2016-02-06,"TW_10063"
"R_0008982",2016-02-27,"TW_10160"
"R_0030503",2016-03-05,"TW_10026"
"R_0040031",2016-04-30,"TW_10158"
"R_0002718",2016-06-18,"TW_10120"
"R_0041989",2016-03-05,"TW_10083"
"R_0034440",2016-05-21,"TW_10057"
"R_0033841",2016-06-18,"TW_10109"
"R_0011491",2016-02-20,"TW_10152"
"R_0023455",2016-09-24,"TW_10005"
"R_0013093",2016-04-02,"TW_10111"
"R_0045094",2016-03-12,"TW_10115"
"R_0016305",2016-05-07,"TW_10029"
"R_0020139",2016-09-03,"TW_10127"
"R_0013679",2016-08-20,"TW_10173"
"R_0038854",2016-03-05,"TW_10085"
"R_0001407",2016-04-23,"TW_10098"
"R_0025458",2016-09-03,"TW_10023"
"R_0032942",2016-02-06,"TW_10113"
"R_0033851",2016-09-10,"TW_10108"
"R_0013523",2016-04-23,"TW_10175"
"R_0001076",2016-02-06,"TW_10052"
"R_0016509",2016-09-10,"TW_10159"
"R_0017332",2016-08-27,"TW_10111"
"R_0036259",2016-09-17,"TW_10019"
"R_0019544",2016-01-23,"TW_10157"
"R_0019597",2016-02-20,"TW_10061"
"R_0000910",2016-04-02,"TW_10173"
"R_0044629",2016-09-10,"TW_10163"
"R_0032759",2016-05-28,"TW_10170"
"R_0011387",2016-07-02,"TW_10120"
"R_0006308",2016-07-16,"TW_10139"
"R_0004881",2016-08-13,"TW_10168"
"R_0042944",2016-04-09,"TW_10005"
"R_0040723",2016-03-12,"TW_10176"
"R_0015258",2016-07-02,"TW_10077"
"R_0022715",2016-07-09,"TW_10060"
"R_0013426",2016-01-02,"TW_10029"
"R_0044096",2016-04-30,"TW_10175"
"R_0044747",2016-08-06,"TW_10063"
"R_0029680",2016-09-10,"TW_10021"
"R_0008191",2016-05-07,"TW_10026"
"R_0003175",2016-03-26,"TW_10056"
"R_0019322",2016-01-23,"TW_10048"
"R_0021804",2016-04-23,"TW_10146"
"R_0033393",2016-05-21,"TW_10011"
"R_0031297",2016-01-02,"TW_10006"
"R_0016257",2016-04-09,"TW_10094"
"R_0016680",2016-01-30,"TW_10093"
"R_0031639",2016-09-03,"TW_10118"
"R_0004649",2016-04-09,"TW_10062"
"R_0026492",2016-09-03,"TW_10095"
"R_0036489",2016-07-30,"TW_10114"
"R_0043370",2016-09-10,"TW_10040"
"R_0041067",2016-04-09,"TW_10140"
"R_0000821",2016-01-16,"TW_10100"
"R_0017876",2016-05-21,"TW_10074"
"R_0039201",2016-08-20,"TW_10039"
"R_0032818",2016-04-02,"TW_10075"
"R_0028516",2016-07-30,"TW_10161"
"R_0032932",2016-07-30,"TW_10086"
"R_0004152",2016-05-14,"TW_10057"
"R_0043140",2016-01-23,"TW_10008"
"R_0006241",2016-09-24,"TW_10142"
"R_0025862",2016-07-30,"TW_10094"
"R_0030922",2016-04-09,"TW_10010"
"R_0015489",2016-04-23,"TW_10176"
"R_0034845",2016-08-06,"TW_10163"
"R_0040984",2016-06-18,"TW_10013"
"R_0015519",2016-03-12,"TW_10043"
"R_0033403",2016-04-23,"TW_10128"
"R_0017458",2016-03-12,"TW_10088"
"R_0015996",2016-05-28,"TW_10060"
"R_0003393",2016-09-24,"TW_10065"
"R_0010338",2016-01-16,"TW_10059"
"R_0033196",2016-07-02,"TW_10170"
"R_0015942",2016-02-20,"TW_10125"
"R_0044712",2016-07-02,"TW_10017"
"R_0022813",2016-03-05,"TW_10017"
"R_0013921",2016-06-25,"TW_10131"
"R_0040677",2016-08-27,"TW_10121"
"R_0037659",2016-05-21,"TW_10147"
"R_0019479",2016-08-06,"TW_10119"
"R_0039229",2016-03-26,"TW_10055"
"R_0032623",2016-04-02,"TW_10176"
"R_0030731",2016-02-13,"TW_10114"
"R_0003725",2016-08-13,"TW_10137"
"R_0020679",2016-01-16,"TW_10043"
"R_0041035",2016-06-04,"TW_10168"
"R_0014301",2016-09-17,"TW_10134"
"R_0030294",2016-01-30,"TW_10132"
"R_0006178",2016-08-20,"TW_10031"
"R_0023025",2016-06-25,"TW_10065"
"R_0018481",2016-06-11,"TW_10111"
"R_0031449",2016-02-06,"TW_10152"
"R_0006607",2016-05-07,"TW_10093"
"R_0005448",2016-02-13,"TW_10159"
"R_0034596",2016-07-30,"TW_10128"
"R_0015697",2016-01-09,"TW_10133"
"R_0013006",2016-04-09,"TW_10080"
"R_0030107",2016-09-24,"TW_10151"
"R_0009529",2016-05-28,"TW_10038"
"R_0014046",2016-04-02,"TW_10141"
"R_0020833",2016-01-09,"TW_10129"
"R_0033769",2016-07-16,"TW_10035"
"R_0041176",2016-03-12,"TW_10009"
"R_0019872",2016-07-09,"TW_10146"
"R_0043733",2016-09-10,"TW_10132"
"R_0008297",2016-09-03,"TW_10007"
"R_0019782",2016-06-11,"TW_10155"
"R_0029204",2016-08-06,"TW_10058"
"R_0042712",2016-04-02,"TW_10058"
"R_0020276",2016-05-14,"TW_10049"
"R_0014739",2016-08-20,"TW_10027"
"R_0041262",2016-04-23,"TW_10059"
"R_0044010",2016-07-23,"TW_10150"
"R_0024144",2016-02-13,"TW_10079"
"R_0012819",2016-03-05,"TW_10128"
